Title,Publisher 1,Publisher 2,Publisher 3,Publisher 4,Publisher 5
King's Kilt,Eagle-Gryphon Games,FoxGames,,,
WolfWalkers: My Story,Value Add Games,,,,
Dameo,(Web published),,,,
Hundred Days 20,Victory Point Games,,,,
The Flowers of the Forest,(Self-Published),Battles Magazine,,,
God Dice,Maxveld Games,,,,
Dodelido Extreme,Drei Magier Spiele,,,,
VOC! Founding the Dutch East Indies Company,Splotter Spellen,,,,
Star Wars: Starfighter Battle Book,Descartes Editeur,West End Games,,,
1851: Kentucky & Tennessee,Chris Lawson,,,,
Founders of the Empire,G3,Rightgames RBG SIA,,,
Numbers League: Adventures in Addiplication,Bent Castle Workshops,Productief BV,,,
Fruit Spy,"AURUM, Inc.",Egmont Polska,Jolly Thinkers,Piatnik,
Rancho,Granna,Morapiaf,Red Glove,Бельвіль,
Maki Stack,Blue Orange Games,,,,
Racetrack,(Public Domain),,,,
RisiKo!,Editrice Giochi,Giochiclub,Spin Master Ltd.,,
Breakaway Football,Uplink Underground Games (II),,,,
"Tara, Seat of Kings",Surprised Stare Games Ltd,,,,
Pencils & Powers,(Self-Published),,,,
Clash of the Ardennes,(Self-Published),,,,
The Opulent,Black Locust Games,,,,
Rise and Fall,EMS,,,,
Dulce,Stronghold Games,,,,
Beer & Pretzels,Bézier Games,Le Joueur,,,
SOW,Perplext,,,,
Byzantio,LudiCreations,,,,
Great War at Sea: U.S. Navy Plan Orange,Avalanche Press Ltd.,"Kokusai-Tsushin Co., Ltd. (国際通信社)",,,
Moeraki: Kemu,Kiehly,TAC Verlag,,,
Goblin Teeth,Blue Beard Entertainment,,,,
Pocket Pharma,Alley Cat Games,,,,
Toe-to-Toe Nu'klr Combat with the Rooskies,Victory Point Games,,,,
Second World War at Sea: Strike South,Avalanche Press Ltd.,,,,
Hacker,Steve Jackson Games,,,,
Armata Strigoi,Scribabs,,,,
French Foreign Legion,Yaquinto,,,,
Cindr,Smirk & Laughter Games,,,,
ScrumBrawl,"VicTim Games, LLC",,,,
The Sinking of the Titanic,Ideal,Milton Bradley,,,
Ghostbusters: The Board Game II,Cryptozoic Entertainment,,,,
Adventure of D,Jack Darwid Games,,,,
Carnevale: Vicious Fighting Along the Canals of Venice,TTCombat,Vesper-on Games,,,
Verona Twist,Igiari,Mind Fitness Games,,,
HILO,Gigamic,Schmidt Spiele,,,
Danube 20,Victory Point Games,,,,
Spells of Doom,Drawlab Entertainment,,,,
Platypus,Matagot,,,,
G.I. JOE Mission Critical,Renegade Game Studios,,,,
Konexi,ZimZala Games,,,,
San Ta Si,Zoch Verlag,,,,
RagnaRok Star,Perte & Fracas,,,,
Verplant & Zugestellt,frechverlag,,,,
China Moon,(Web published),Eurogames,,,
Ringo,Steffen-Spiele,,,,
Luck of the Draw,Gamewright,Paul Lamond Games Ltd,,,
Quatre Batailles en Espagne,Legion Wargames LLC,,,,
ReCURRRing,Saien,,,,
Adventure Tours,Schmidt Spiele,,,,
Russian Civil War 1918-1922 (Second Edition),Decision Games (I),,,,
Vidrasso,(Web published),,,,
Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition,Hasbro,,,,
Borderlands: Mister Torgue's Arena of Badassery,Monster Fight Club,,,,
Ultimate Stratego,Winning Moves Games (USA),,,,
Tanuki Market,Superlude Éditions,,,,
Mob Town,5th Street Games,,,,
Zoo King,Saratoga Toy & Game Co.,,,,
Rummikub Six Player,Goliath Games,Pressman Toy Corp.,Schmidt Spiele,,
Martian Coasters,Looney Labs,,,,
Godtear: Eternal Glade Starter Set,Steamforged Games Ltd.,,,,
Manaforge,"Mystic Tiger Games, LLC",,,,
BarBEARian Battlegrounds,Greenbrier Games,,,,
Medieval Realms,Lost Games Entertainment Ltd.,,,,
Card Capture,(Web published),,,,
Guiscard,Historic-One,,,,
Apples to Apples Junior,"Mattel, Inc.",Out of the Box Publishing,,,
Slip Strike,Junk Spirit Games,,,,
Bronze Age,Small Box Games,,,,
Jumble Jam,(Self-Published),,,,
Heart of Darkness: An Adventure Game of African Exploration,Legion Wargames LLC,,,,
Backseat Drawing,Out of the Box Publishing,,,,
Four against the Great Old Ones,Ganesha Games,,,,
Clash of Deck,Grammes Edition,,,,
Valiant Wars,Strange Machine Games,,,,
Striker,Far Future Enterprises,Game Designers' Workshop (GDW Games),,,
80 Days,Piatnik,,,,
Long Live the King,White Wolf Entertainment AB,,,,
Pac-Man: The Board Game,Buffalo Games,,,,
Panzer Grenadier: Airborne – Introductory Edition,Avalanche Press Ltd.,,,,
Mia London and the Case of the 625 Scoundrels,Le Scorpion Masqué,,,,
Election,Intellect Games,,,,
Yalu: The Chinese Counteroffensive in Korea: November 1950-May 1951 (Second Edition),Compass Games,,,,
Dungeon Fighter in the Castle of Frightening Frosts,HeidelBÄR Games,Horrible Guild,Lucrum Games,,
Horus,Mayfair Games,,,,
Raid on Taihoku,Mizo Games,,,,
Dark Is the Night,APE Games,Grimspire,,,
"NATO, Nukes & Nazis",One Small Step,XTR Corp,,,
OT Fantasy Draft,Funhill Games,,,,
Trick and Trade,メリーアンドリューワークス(merry-andrew-works),,,,
Warhammer: The Game of Fantasy Battles (5th Edition),Games Workshop Ltd.,,,,
Fanhunter: Urban Warfare,Devir,Vesper-on Games,,,
Portal,Wizards of the Coast,,,,
Fury at Midway,Revolution Games (II),,,,
Fika,Board Game Circus,,,,
Shadows of Brimstone: Valley of the Serpent Kings,Flying Frog Productions,,,,
Deities,Mandoo Games,,,,
Big Money,Ravensburger,Wonder Forge,,,
Combo Fighter: VS Pack 1,Kolossal Games,Plotmaker Games,,,
Catchphrase,Berwick's Toy Co. Ltd.,Britannia Games,ED-U-Cards Mfg,,
Heartthrob,Milton Bradley,,,,
Snakes of Wrath,Weast Coast,,,,
Master of Rules,Kawasaki Factory,,,,
Mighty Monsters,Queen Games,,,,
Santa Cookie Elf Candy Snowman,Dolphin Hat Games,,,,
1822PNW,All-Aboard Games,,,,
Epic Card Game: Duels,Wise Wizard Games,,,,
Ludi Gladiatorii,Tortugames,,,,
Enclave: Zakon Krańca Świata,G3,REDIMP GAMES,ST Games,,
"Aegean Strike: Land, Air, and Sea Combat in the Eastern Mediterranean",Victory Games (I),,,,
Tara Wolf in Valley of the Kings,ALC Studio,Asmodee,Devir,The Red Joker,River Horse (Europe) Ltd
Austerlitz 1805: Partie Sud,Vae Victis,,,,
Indiana Jones: Sands of Adventure,Funko Games,,,,
PARKS Memories: Coast to Coast,Keymaster Games,,,,
Dakota,Devir,Heidelberger Spieleverlag,Hobby Japan,IELLO,
Pirate Legends,Lifestyle Boardgames Ltd,,,,
MLB Showdown,Wizards of the Coast,,,,
Crazy Karts,Portal Games,,,,
The Exiled: Siege,Officina Monstrorum,,,,
Tales & Games: Jack & the Beanstalk,Purple Brain Creations,,,,
Perpetual Commotion,Dujardin,"Goldbrick Games, LLC",,,
Olvir,Cuis,,,,
Knot Dice,Black Oak Games,,,,
Aces of Valor,Legion Wargames LLC,,,,
ぬくみ温泉繁盛記 (Nukumi Onsen Hanjouki),Hobby Base,Kudousan no Game (工藤さんのゲーム),,,
Pacifica,KOSMOS,,,,
Borodino 20,Victory Point Games,,,,
Ramses II,Ravensburger,,,,
Flee The Scene,Garphill Games,,,,
Mobile Frame Zero: Rapid Attack,the glyphpress,,,,
Buzzword,Patch Products,,,,
Light Rail,FunBox Jogos,Smart Play Games,,,
Jok-R-ummy,"Jennick Games, Inc.",,,,
Space Marine Adventures: Rise of the Orks,Games Workshop Ltd.,,,,
Autoscooter,Bambus Spieleverlag,,,,
Waka Tanka,Arclight Games,Cool Mini Or Not,Sweet Games,,
冷たい彼女が目覚める前に (Embalming Girl),こっち屋 (Kocchiya),,,,
Star Trek: Voyager Fluxx,Looney Labs,,,,
Poisson d'Avril,Feige Spiele,Starducks,,,
First Ascent,(Self-Published),,,,
Sweet Spot,Medieval Lords,,,,
Zombie in My Pocket,Cambridge Games Factory,Psykéludique,,,
The Guardians: Explore,Reihon Games LLC,,,,
The Nightmare Before Christmas TCG,NECA,,,,
Ocean Labyrinth,Ravensburger,,,,
Fist of Dragonstones: The Tavern Edition,Stronghold Games,,,,
Astro Trash,The Op,,,,
Otrio,(Self-Published),Competo / Marektoy,"Korea Boardgames Co., Ltd.",Marbles: The Brain Store,Spin Master Ltd.
Rossyïa 1917,Azure Wish Enterprise (AWE),,,,
Holdfast: Korea 1950-51,"Worthington Publishing, LLC",,,,
Maps of Misterra,Sit Down!,,,,
Club Stories,Elven Ear Games,,,,
Iro,(Self-Published),,,,
18Dixie with 18MS and 18GA,"Deep Thought Games, LLC",,,,
Die Insel,Ravensburger,,,,
Button Soccer,(Public Domain),CentroCoop,Fodor Műanyag,Gulliver,
Skulldug!,Ruddy Games,,,,
For Honor and Glory: War of 1812 Land and Naval Battles,Worthington Games,,,,
Hell Dorado: Core Rulebook,Asmodee,Cipher Studios,,,
Ta-Da!,CMON Global Limited,,,,
The Night,White Dog Games,,,,
Hunt A Killer: Nancy Drew – Mystery at Magnolia Gardens,Hunt A Killer,,,,
Bears!,Fireside Games,,,,
Armymals,Titan Forge Games,,,,
Palabra,"Kondrick, Inc.",Palabra Enterprises,,,
"Jackson at the Crossroads: Cross Keys & Port Republic, June 8-9, 1862","SPI (Simulations Publications, Inc.)",,,,
Feuville,HUCH!,,,,
Heroica: Draida,LEGO,,,,
4 Player Chess,(Public Domain),,,,
Triangoli,Clemens Gerhards,,,,
Card Football: Premiere Edition,CSE Games,SportFX,,,
Attack of the Jelly Monster,Asmodee,Galápagos Jogos,Hobby Japan,Libellud,
Regimental Fire and Fury,Fire and Fury,,,,
Waka Waka,IELLO,KOSMOS,White Goblin Games,,
Tharos,Spielworxx,,,,
Ace of Aces: Balloon Buster,Nova Game Designs,,,,
Frostgrave: Ghost Archipelago,HT Publishers,Osprey Games,,,
Cartaventura: Caravanes,BLAM !,,,,
The Fall Of The Third Reich,Compass Games,,,,
Time's Up! Family 2,Asterion Press,Repos Production,,,
Inception,Qian Qi Dong Man,QMOND.ME,,,
Secret Operation,Brain Picnic,Zacatrus,,,
Warfighter: The Private Military Contractor Card Game,Dan Verssen Games (DVG),,,,
Coup d'État,Miro Company,Parker Brothers,,,
Asgard's Chosen,Mayfair Games,,,,
Make 'n' Break Extreme,Amo Oy,Ravensburger,,,
Sunny Day Sardines,25th Century Games,,,,
Leverage,Estrela,Milton Bradley,Newfeld Limited,Nilco S.A.,Star Game Co.
"Lion of the North: The Dawn of Modern Warfare, 1631-1632",GMT Games,,,,
Freezing Death: Finnish Winter War,Linden Lake Games,,,,
Tea Time,Gigamic,,,,
Ramen,Primigenio,,,,
"Wagram: The Peace of Vienna, 5-6 July 1809","Kokusai-Tsushin Co., Ltd. (国際通信社)","SPI (Simulations Publications, Inc.)",,,
Tien Zi Que,Sunrise Tornado Game Studio,Z-Man Games,,,
Rambo: The Board Game,Everything Epic Games,,,,
Intrigue City,Purple Games,,,,
Rory's Story Cubes: Animalia,The Creativity Hub,,,,
Schüttel's,Arclight Games,"AURUM, Inc.",Zoch Verlag,,
Herr der Ziegen,AMIGO,,,,
Cannonball Colony,Adventureland Games,Pancerola,,,
Fish Tank,Albi,,,,
Tunhell,Pixie Games,,,,
Space Craft,Granna,,,,
Spit It Out!,R&R Games,,,,
Galactic Warlords: Battle for Dominion,Archona Games,,,,
Pikemen,(Web published),Looney Labs,,,
Fluxx,Looney Labs,,,,
Battle of LITS,(Self-Published),(Web published),nestorgames,,
Speed,Adlung-Spiele,Educa Korea,,,
Anno Domini: VIP,ABACUSSPIELE,Fata Morgana Spiele,,,
Sleeping Gods: Primeval Peril (Print & Play Edition),Red Raven Games,,,,
1829 Northern Board,Hartland Trefoil Ltd.,,,,
Crime Zoom: A Deadly Writer,Aurora,,,,
Syracuse (415/413 av. J.-C.),Vae Victis,,,,
By Golly!,999 Games,Gigamic,Rio Grande Games,Zoch Verlag,
Liebe & Intrige,Goldsieber Spiele,,,,
Rey Paparajote,Rocket Lemon Games,,,,
Unlock!: Extraordinary Adventures,Space Cowboys,,,,
Chicago & NorthWestern,Rio Grande Games,Winsome Games,,,
Stupefy!,Repos Production,,,,
Rhein: River Trade,Giochi Uniti,Stratelibri,,,
A Fool's Fortune,Rio Grande Games,,,,
RED,nestorgames,,,,
Jane Austen's Matchmaker,Warm Acre,,,,
Cantaloop: Book 3 – Against All Odds,Lookout Games,,,,
Magic: The Gathering – Duel Decks: Blessed vs. Cursed,Wizards of the Coast,,,,
Squadron Strike!,Ad Astra Games,,,,
Austerlitz,The Gamers,,,,
La Bataille de Wavre,AGEMA,Clash of Arms Games,,,
Fabled: The Spirit Lands,CrowD Games,Moroz Dev Studio,,,
Champions 2020,Cwali,Egmont Polska,,,
Cuba: The Splendid Little War,Tabletop Tycoon Inc.,Victory Point Games,,,
Bridgette,Gamut of Games,Mayfair Games,"Xanadu Leisure, Ltd.",,
Shogunate,Dreadful Games,,,,
Ironclad,AlcyonCreative,,,,
Race for the Chinese Zodiac,Starting Player,,,,
Citadel: The Battle of Dien Bien Phu,Game Designers' Workshop (GDW Games),,,,
Cthulhu Wars: Duel – Extinction,Petersen Games,,,,
Empire Engine,(Web published),Alderac Entertainment Group,Arclight Games,Good Little Games,Pegasus Spiele
1001 Islands,Ludonaute,,,,
BattleGoats,CardLords,,,,
Legends of Boxing,Stone Mountain Press,,,,
Catchy!,JrnyCat (旅する８ポンドのねこ),,,,
One False Step for Mankind,Cheapass Games,,,,
"Leuthen: Frederick's Greatest Victory 5 December, 1757",Victory Point Games,,,,
Arydia: The Paths We Dare Tread,Far Off Games,,,,
Nexus,Cheapass Games,,,,
"Redvers' Reverse: The Battle of Colenso, 1899",Legion Wargames LLC,,,,
Mysterium Kids: Captain Echo's Treasure,Libellud,Space Cow,,,
Dungeon Pages: Year-Long Adventure Set,PNP Arcade Publishing,,,,
Renegade Legion: Leviathan,FASA,,,,
Beaver Creek,Four Fun Games LLC,,,,
Nur die Ziege zählt,AMIGO,Gigamic,,,
Eter,Smart Flamingo,,,,
"Oh, Fox!",Cinnamon Games,,,,
1893: Cologne,Marflow Games,,,,
Bantam West,Bantam Planet,,,,
Kill the Overlord,APE Games,Cube Factory of Ideas,,,
CLUE: World of Harry Potter,Hasbro,"Korea Boardgames Co., Ltd.",Winning Moves France,,
Honey Moon,Nürnberger-Spielkarten-Verlag,,,,
"Jours de Gloire Campagne IV: Allemagne 1813, de Lützen à Leipzig",Canons en Carton,Hexasim,,,
Bridges to Nowhere,Doomsday Robots,,,,
Imperator,Vae Victis,,,,
Academia,Grow Jogos e Brinquedos,,,,
Titans Tactics,Imbalanced Games LLC,,,,
Shop 'N Time,Mercury Games,,,,
Endure the Stars 1.5,Grimlord Games,,,,
In Her Majesty's Name: Steampunk Skirmish Wargaming Rules,Osprey Publishing,Ruga Ruga/North Star miniatures,,,
Brothers,Ankama,,,,
Capes & Cowls: The Superhero Board Game,Wyrd House,,,,
SHIBUYA,新ボードゲーム党 (New Board Game Party),,,,
Lords of the Sierra Madre (Second Edition),Decision Games (I),Sierra Madre Games,,,
Trivial Pursuit: DVD – Star Wars Saga Edition,Hasbro,Horn Abbot Ltd.,Parker Brothers,,
Mythology: A Game of Adventure in the Age of Heros,Precis Intermedia,Yaquinto,,,
Orb Hunters,Primigenio,,,,
The Headlines Game,Juegos Fournier,The United States Playing Card Company,,,
The Franco-Prussian War,Decision Games (I),,,,
Boomtown Bandits,Breaking Games,Squirmy Beast,,,
Birdscaping,Mythfield Games,,,,
Dreams of Tomorrow,Weird Giraffe Games,,,,
Buccaneer,Alga,Damm / Egmont,Grow Jogos e Brinquedos,Inteligente,
Scottish Corridor: Lion Rampant,"Critical Hit, Inc.",,,,
Ostroleka 26 maja 1831,Instytut Wydawniczy Erica,,,,
Dragon Quest,Grow Jogos e Brinquedos,Tactical Studies Rules (TSR),,,
Hidden Games Tatort: Königsmord,Hidden Industries GmbH,,,,
Almanac: The Crystal Peaks,Kolossal Games,,,,
"Suspects: Claire Harper, Eternal Investigator",Studio H,,,,
First to Fight,Games Research/Design (GR/D),,,,
Utopia Engine: Beast Hunter,(Web published),,,,
Roar-a-Saurus,Broadway Toys LTD,Heidelberger Spieleverlag,Indie Boards & Cards,,
La Casa de Papel Escape Game,Jumbo,Larousse,MS Edizioni,,
"Thunder At Dawn: The Battle of Wilson's Creek (August 10, 1861)",Revolution Games (II),,,,
Triumphant Fox: Rommel's Finest Hour  – The Gazala Battles May-June 1942,Moments in History,,,,
Sonhando com Alice,HISTERIA GAMES,,,,
Waterloo 1815: Fallen Eagles II,Hexasim,,,,
Funky Chicken,DV Games,KOSMOS,NorthStar Game Studio,,
Spartacus Imperator,Hexasim,,,,
Custer's Last Stand,Old School Wargames,"Worthington Publishing, LLC",,,
Cthulhu 500,Atlas Games,,,,
Turtle Splash!,Gigamic,,,,
"Malvern Hill: The Battles of the Seven Days, Volume III",The Gamers,,,,
Gettysburg,The Avalon Hill Game Co,,,,
Ascari: African Battles of the Italian Army 1890-1895,Acies Edizioni,,,,
Doodle Dungeon,Pegasus Spiele,,,,
Infernal Wagon,IELLO,,,,
Kingscraft,Skellig Games,,,,
Humboldt's Great Voyage,HUCH!,R&R Games,,,
Final Fantasy VIII: Triple Triad,Bandai,,,,
Gang Rush Breakout,Ankama,CMON Global Limited,Fabrika Igr,Last Level,One Moment Games
GolfProfi,AZA Spiele,,,,
Dr. Microbe,Blue Orange (EU),Blue Orange Games,Broadway Toys LTD,Happy Baobab,
Zock 'n' Roll,Schmidt Spiele,,,,
White Bear & Red Moon,Chaosium,,,,
UNO: Super Mario,"Mattel, Inc.",,,,
Archduke,Navigator Creative,,,,
WitchDraft,Hodari Spiele,,,,
Knockabout,Pair-of-Dice Games,,,,
Cranium Party Playoff,"Cranium, Inc.",Hasbro,,,
Impetus,Dadi & Piombo,,,,
Aegean Sea,Asmadi Games,,,,
12 Rivers,BGNations,,,,
Moonbase Alpha,Victory Point Games,,,,
Five Leagues From The Borderlands: 3rd Edition,Modiphius Entertainment,Nordic Weasel Games,,,
Antietam: Burnished Rows of Steel,"Kokusai-Tsushin Co., Ltd. (国際通信社)",XTR Corp,,,
De Ontembare Stad,The Game Master BV,HUCH!,,,
IQ Files: Escape Room – Liberation,Do it games,Matagot,,,
Connections,Ravensburger,,,,
Fulda Gap: The First Battle of the Next War,Simpubs Ltd.,"SPI (Simulations Publications, Inc.)",,,
Map It! World Edition,DV Games,FoxMind,Gigamic,Granna,
Rifles in the Ardennes,Tiny Battle Publishing,,,,
Buy the Vote!,Coozies Games,,,,
FREAKFACE!!!,Blast City Games,Emperors of Eternal Evil,,,
The 7th Citadel,Serious Poulp,,,,
Forest Sky,Button Shy,,,,
Rogue State,(Web published),Tiny Battle Publishing,,,
Magic Trick,(Self-Published),,,,
Eleminis,Flying Meeple,Game Salute,Smiley POP,,
Tinian: The Forgotten Battle,Compass Games,,,,
Apollo XIII,Passport Game Studios,Pendragon Game Studio,,,
A Victory Awaits: Operation Barbarossa 1941,Multi-Man Publishing,,,,
Ricochet: Le Profil de l'Homme Sans Visage,Flip Flap Editions,,,,
Introduction to Advanced Dungeons & Dragons,Editora Abril,Tactical Studies Rules (TSR),,,
Cyclades: Legendary Edition,Open Sesame Games,,,,
Mini DiverCity,Sphere Games,,,,
18Ruhr,Marflow Games,,,,
Star Fleet Battle Manual,Gamescience,,,,
The Schlieffen Plan,SPW (Schroeder Publishing & Wargames),,,,
Anno Domini: Wort Schrift Buch,ABACUSSPIELE,Fata Morgana Spiele,,,
Serpent's Tongue,UnBound Games,,,,
"Wolfpack: Submarine Warfare in the North Atlantic, 1942-44",Gamma Games (Pty.) Ltd,"SPI (Simulations Publications, Inc.)",,,
12 Patrols,(Web published),AVStudioGames,,,
Football Highlights: The Dice Game,Eagle-Gryphon Games,,,,
Age of Reason,Spielworxx,,,,
Legend: History of 1000 Miglia,WBS Games,,,,
Luftschiff,Sierra Madre Games,,,,
Ruins of Mars,Atheris Games,,,,
Animal Upon Animal: Dinos,HABA,,,,
Explorers of Navoria,Qiling board game,,,,
Cartoon Network Fluxx,Looney Labs,,,,
"We Are Coming, Nineveh",Nuts! Publishing,,,,
The Stuff of Legend,3WS Games,,,,
Sopwith,Gamer,Gametime Games,"Heritage Models, Inc.",,
Tucana Builders,Aporta Games,,,,
Helsinki,Queen Games,,,,
Panther Line: Army Group North 1944,"Critical Hit, Inc.",,,,
Sans Alliés,Past Go Gaming,,,,
Chronopia,Descartes Editeur,La Factoría de Ideas,Fanpro,Heartbreaker,Target Games
Tour Operator,Keep Exploring Games,,,,
Race for Berlin: The Final Struggle,Battles Magazine,,,,
Unlock!: Short Adventures – In Pursuit of Cabrakan,Space Cowboys,,,,
To the Strongest!,(Web published),BigRedBat Ventures,,,
Fou Fou Fou!,KYF Edition,,,,
1836,Winsome Games,,,,
Days of Decision III,Australian Design Group,,,,
Sherwood,Hofyland community,Tilsit,Zvezda,,
Codex: L'Ultime secret de Léonard de Vinci,Le Lion Vert,,,,
The Hobbit: An Unexpected Journey Strategy Battle Game,Games Workshop Ltd.,,,,
Unlock!: Short Adventures – The Awakening of the Mummy,Space Cowboys,,,,
Virus,Giochix.it,,,,
Orbital,DMZ Games,,,,
Dark Age Z,Smoothie Games,,,,
Ars Mysteriorum,Hangman Games,,,,
The Crusades: Western Invasions of the Holy Land 1097-1191 A.D.,"SPI (Simulations Publications, Inc.)",,,,
Intelle,Fisher Heaton Games,,,,
Villainous Vikings (Second Edition),Victory Point Games,,,,
Air Show,Gen-X Games,,,,
Maurice: War in an Age of Gentlemen and Philosophers – 1690-1790,Sam Mustafa Publishing LLC,,,,
Nuevos Mundos,Mercurio,,,,
Vampires of the Night,Drei Magier Spiele,Lion Rampant Imports,Playroom Entertainment,,
Star Wars: Rivals – Series 1: Premier Set,Funko Games,,,,
By Fire and Sword,Wargamer Games Studio,,,,
Skeptics,Usiak Games & Designs,,,,
World in War: Combined Arms 1939-1945,Speltjanst,,,,
Leapfrog,Fragor Games,,,,
What Price Glory?,Multi-Man Publishing,,,,
50 Clues: Dead or Alive,Norsker Games,,,,
Space Cats Fight Fascism,Toolbox for Education and Social Action,,,,
La Grande Armée: The Campaigns of Napoleon in Central Europe,"SPI (Simulations Publications, Inc.)",,,,
Encounters: Shadowrun,Catalyst Game Labs,,,,
Medieval,HGN Games,,,,
Hougoumont: Rock of Waterloo,"Kokusai-Tsushin Co., Ltd. (国際通信社)",XTR Corp,,,
Where am I ? Alice in a Mad Tea party,Gotta2 (ゴッタニ / Gottani),,,,
The Two Heirs,Albi,,,,
Karak II,Albi,,,,
Legends of Draxia,Mythica Gaming,,,,
Vampyre,Tactical Studies Rules (TSR),,,,
Imagineers,Maple Games,,,,
¡Cobardes!,Tranjis Games,,,,
Saigo no Kane,Wolf Fang P.H.,,,,
Rommel's War,L2 Design Group,Quarterdeck Games,,,
Finding Atlantis,HYBR,Synapses Games,,,
Streets of Stalingrad,Phoenix Games (I),,,,
Spiel,ABACUSSPIELE,ABC Toys,Edition Perlhuhn (Göttinger Spiele),KOSMOS,Pyra-Tern
12 Days of Christmas,Eagle-Gryphon Games,Hobby World,,,
Dicey Peaks,Calliope Games,,,,
Struggle for Europe 1939 - 1945,"Worthington Publishing, LLC",,,,
"I Don't Know, What Do You Want to Play?",(Web published),,,,
NINE,Sorry We Are French,,,,
La Petite Mort,Lumberjacks Studio,,,,
Brawling Barons,FryxGames,,,,
Kinoko,Helvetiq,,,,
The Ghosts of Castle Turnwall,Zoch Verlag,,,,
Nature of the Beast: City vs. Suburb,"Eye-Level Entertainment, LLP",,,,
